

Sequential CPU Scheduling Algorithims! 



First Come First Server Scheduling Algorithm

Process 	 Burst Time 	 Waiting Time 	 Turnaround Time

Process [59] 	 14.00 		 1259.00 		 1245.00
Process [17] 	 16.00 		 1374.00 		 1358.00
Process [30] 	 15.00 		 1392.00 		 1377.00
Process [77] 	 16.00 		 1473.00 		 1457.00
Process [98] 	 16.00 		 1512.00 		 1496.00
Process [53] 	 18.00 		 1609.00 		 1591.00
Process [62] 	 18.00 		 1624.00 		 1606.00
Process [67] 	 18.00 		 1634.00 		 1616.00
Process [37] 	 19.00 		 1756.00 		 1737.00
Process [81] 	 21.00 		 1988.00 		 1967.00
Process [27] 	 24.00 		 2074.00 		 2050.00
Process [89] 	 23.00 		 2166.00 		 2143.00
Process [15] 	 25.00 		 2220.00 		 2195.00
Process [69] 	 27.00 		 2453.00 		 2426.00
Process [74] 	 27.00 		 2459.00 		 2432.00
Process [83] 	 28.00 		 2472.00 		 2444.00
Process [91] 	 27.00 		 2484.00 		 2457.00
Process [7] 	 30.00 		 2519.00 		 2489.00
Process [20] 	 29.00 		 2537.00 		 2508.00
Process [78] 	 30.00 		 2616.00 		 2586.00
Process [61] 	 31.00 		 2741.00 		 2710.00
Process [2] 	 33.00 		 2802.00 		 2769.00
Process [64] 	 34.00 		 2886.00 		 2852.00
Process [80] 	 33.00 		 2903.00 		 2870.00
Process [90] 	 33.00 		 2915.00 		 2882.00
Process [68] 	 36.00 		 3028.00 		 2992.00
Process [8] 	 39.00 		 3213.00 		 3174.00
Process [12] 	 40.00 		 3221.00 		 3181.00
Process [34] 	 39.00 		 3246.00 		 3207.00
Process [50] 	 44.00 		 3521.00 		 3477.00
Process [24] 	 45.00 		 3611.00 		 3566.00
Process [54] 	 45.00 		 3649.00 		 3604.00
Process [13] 	 47.00 		 3723.00 		 3676.00
Process [42] 	 48.00 		 3755.00 		 3707.00
Process [52] 	 48.00 		 3768.00 		 3720.00
Process [57] 	 48.00 		 3774.00 		 3726.00
Process [73] 	 47.00 		 3787.00 		 3740.00
Process [87] 	 48.00 		 3802.00 		 3754.00
Process [100] 	 48.00 		 3818.00 		 3770.00
Process [65] 	 52.00 		 3998.00 		 3946.00
Process [18] 	 54.00 		 4057.00 		 4003.00
Process [93] 	 54.00 		 4125.00 		 4071.00
Process [75] 	 55.00 		 4210.00 		 4155.00
Process [39] 	 57.00 		 4279.00 		 4222.00
Process [40] 	 57.00 		 4280.00 		 4223.00
Process [58] 	 57.00 		 4297.00 		 4240.00
Process [36] 	 60.00 		 4371.00 		 4311.00
Process [6] 	 62.00 		 4436.00 		 4374.00
Process [63] 	 62.00 		 4482.00 		 4420.00
Process [85] 	 62.00 		 4496.00 		 4434.00
Process [5] 	 65.00 		 4607.00 		 4542.00
Process [26] 	 67.00 		 4704.00 		 4637.00
Process [79] 	 67.00 		 4739.00 		 4672.00
Process [92] 	 67.00 		 4747.00 		 4680.00
Process [99] 	 68.00 		 4756.00 		 4688.00
Process [32] 	 69.00 		 4787.00 		 4718.00
Process [38] 	 69.00 		 4791.00 		 4722.00
Process [60] 	 69.00 		 4807.00 		 4738.00
Process [82] 	 71.00 		 4882.00 		 4811.00
Process [3] 	 74.00 		 4906.00 		 4832.00
Process [25] 	 73.00 		 4919.00 		 4846.00
Process [22] 	 76.00 		 4980.00 		 4904.00
Process [43] 	 76.00 		 4991.00 		 4915.00
Process [51] 	 75.00 		 4999.00 		 4924.00
Process [55] 	 75.00 		 5000.00 		 4925.00
Process [97] 	 75.00 		 5018.00 		 4943.00
Process [11] 	 78.00 		 5034.00 		 4956.00
Process [41] 	 78.00 		 5047.00 		 4969.00
